0.1764,0.6216
0.16667,0.60904
0.16307,0.60716
0.168,0.60287
0.14713,0.59026
0.18145,0.58371
0.16676,0.58569
0.15674,0.56957
0.16136,0.54593
0.16777,0.55836
0.15154,0.54837
0.18009,0.53146
0.17714,0.54592
0.18236,0.53499
0.17844,0.52232
0.17691,0.52232
0.17659,0.51863
0.19225,0.5121
0.20227,0.48165
0.19046,0.50119
0.21236,0.48646
0.19892,0.47164
0.22665,0.4691
0.20038,0.46983
0.21593,0.47831
0.22119,0.46494
0.23104,0.46358
0.24418,0.44403
0.23885,0.43274
0.23388,0.42328
0.24512,0.41104
0.25294,0.4298
0.24577,0.415
0.25845,0.39804
0.27411,0.412
0.2716,0.39817
0.27648,0.39242
0.27912,0.40599
0.29473,0.39083
0.30725,0.38402
0.29708,0.38468
0.31656,0.38031
0.29706,0.35871
0.32215,0.39067
0.33173,0.36032
0.33628,0.37838
0.33544,0.3836
0.35141,0.36836
0.34079,0.36749
0.35476,0.35201
0.37691,0.35612
0.38009,0.35332
0.38144,0.33813
0.39639,0.36304
0.4218,0.3634
0.40769,0.35512
0.38577,0.36861
0.42504,0.35875
0.42072,0.35599
0.43595,0.34928
0.41535,0.34857
0.458,0.34707
0.44601,0.34665
0.46345,0.35026
0.4872,0.34945
0.48252,0.35208
0.49519,0.3562
0.48266,0.35144
0.48705,0.34833
0.48856,0.35458
0.5265,0.36925
0.53707,0.36434
0.50275,0.37572
0.52857,0.3841
0.55245,0.38189
0.53312,0.38214
0.55831,0.39183
0.5509,0.3923
0.55408,0.37668
0.58732,0.3804
0.58239,0.40208
0.5933,0.40244
0.59643,0.40745
0.578,0.40693
0.61479,0.41818
0.59798,0.42236
0.63084,0.4301
0.61954,0.44222
0.61245,0.45525
0.62714,0.42476
0.63023,0.42526
0.62571,0.47244
0.64154,0.45522
0.63753,0.45659
0.64115,0.46552
0.64983,0.47325
0.67812,0.47747
0.67049,0.49294
0.66271,0.48441
0.66639,0.50068
0.6639,0.49716
0.67463,0.49748
0.65148,0.51775
0.69483,0.53194
0.68177,0.52487
0.67715,0.53967
0.68156,0.55558
0.70593,0.54569
0.67543,0.55962
0.70326,0.55064
0.69399,0.56869
0.68129,0.586
0.71042,0.59092
0.69059,0.59409
0.70821,0.58405
0.69837,0.60525
0.68925,0.6169
0.69404,0.61316
0.36241,0.58285
0.29945,0.63734
0.33773,0.63296
0.30029,0.55963
0.35182,0.56987
0.34653,0.59644
0.32015,0.6382
0.35465,0.5672
0.30189,0.65244
0.35577,0.60251
0.35503,0.64633
0.3132,0.62928
0.3646,0.55617
0.33504,0.6263
0.32084,0.58217
0.32311,0.62365
0.34982,0.63427
0.30283,0.59563
0.31063,0.58604
0.31145,0.636
0.3814,0.59022
0.33986,0.63838
0.3841,0.58503
0.3554,0.63052
0.36481,0.63269
0.30471,0.62954
0.30663,0.61354
0.35803,0.58065
0.32692,0.55194
0.36616,0.57873
0.31064,0.58231
0.31331,0.65096
0.34472,0.61804
0.31775,0.55774
0.34564,0.59681
0.34337,0.6292
0.38688,0.607
0.3116,0.6262
0.35541,0.56204
0.37258,0.56942
0.29127,0.55877
0.33019,0.55486
0.36605,0.60822
0.38325,0.62837
0.31572,0.62598
0.28465,0.61536
0.37849,0.58827
0.37503,0.59108
0.38018,0.56459
0.34407,0.58763
0.29686,0.5921
0.30492,0.62755
0.34618,0.58657
0.28906,0.57838
0.30725,0.56362
0.32146,0.62828
0.34257,0.56735
0.35187,0.60187
0.31418,0.63592
0.29718,0.61193
0.321,0.57048
0.36973,0.61439
0.36954,0.59835
0.31722,0.62467
0.30988,0.64573
0.30059,0.58424
0.32823,0.60826
0.30577,0.6072
0.33753,0.57274
0.3865,0.63593
0.31518,0.63886
0.34675,0.60914
0.32343,0.60154
0.30323,0.65117
0.3636,0.63708
0.53846,0.61317
0.53494,0.58791
0.51448,0.60724
0.54695,0.61943
0.53711,0.59023
0.58612,0.62272
0.56224,0.57243
0.56042,0.61712
0.56579,0.60063
0.57772,0.57265
0.58005,0.62284
0.53365,0.61384
0.53825,0.58783
0.53956,0.58117
0.55185,0.63062
0.56911,0.5856
0.55497,0.62438
0.53117,0.59983
0.56234,0.5612
0.55611,0.58849
0.57354,0.59407
0.50923,0.63532
0.52002,0.56667
0.54411,0.59667
0.57114,0.62731
0.55814,0.59331
0.55034,0.62432
0.53143,0.63082
0.53709,0.63264
0.54162,0.62118
0.54826,0.59507
0.54355,0.63331
0.55239,0.64322
0.54729,0.61575
0.54591,0.58551
0.58637,0.60375
0.5797,0.62836
0.58624,0.6229
0.53496,0.63892
0.51414,0.58983
0.59004,0.59746
0.56066,0.62256
0.57377,0.567
0.55815,0.56474
0.54892,0.57129
0.58008,0.60511
0.56371,0.5618
0.50994,0.5869
0.58723,0.62367
0.59101,0.61361
0.51185,0.63775
0.53331,0.58339
0.5168,0.62405
0.57932,0.56562
0.52001,0.58619
0.53809,0.62867
0.52137,0.59011
0.52113,0.58791
0.52213,0.56267
0.52126,0.62603
0.56098,0.63368
0.52049,0.59797
0.54847,0.63648
0.54136,0.61158
0.52109,0.56201
0.52935,0.56353
0.51092,0.6436
0.53197,0.5742
0.56243,0.59954
0.55682,0.57342
0.58145,0.64291
0.56064,0.63429
0.51165,0.6017
